1.041753720000001548e+00	1.907019974999986101e-01	9.247705437499997849e-01
1.041753720000001548e+00	1.862349974999986113e-01	9.349605437499998173e-01
1.041753720000001548e+00	1.852929974999986129e-01	9.134125437499998057e-01
1.041753720000001548e+00	2.038429974999986238e-01	9.261425437499997138e-01
1.041753720000001548e+00	1.973469974999986221e-01	9.470705437499997714e-01
1.041753720000001548e+00	1.868179974999986115e-01	9.573775437499998375e-01
1.041753720000001548e+00	1.917619974999986154e-01	8.756775437499997317e-01
1.041753720000001548e+00	1.958839974999986022e-01	9.039095437499997665e-01
1.041753720000001548e+00	1.850189974999986164e-01	8.898415437499997971e-01
1.041753720000001548e+00	1.830549974999986229e-01	8.643725437499998332e-01
1.041753720000001548e+00	1.882339974999986121e-01	8.529885437499997725e-01
1.041753720000001548e+00	1.831679974999986249e-01	8.386965437499998011e-01
1.041753720000001548e+00	1.949339974999986236e-01	8.289505437499997687e-01
1.041753720000001548e+00	1.842509974999986255e-01	8.090795437499997966e-01
1.041753720000001548e+00	1.944029974999986199e-01	7.967195437499997590e-01
1.041753720000001548e+00	1.852259974999986292e-01	7.706535437499997254e-01
1.041753720000001548e+00	1.993729974999986221e-01	7.676985437499997955e-01
1.041753720000001548e+00	1.809499974999986271e-01	7.328775437499998047e-01
1.041753720000001548e+00	1.930589974999986358e-01	7.412515437499997972e-01
1.041753720000001548e+00	1.782659974999986352e-01	7.018795437499998346e-01
1.041753720000001548e+00	1.908439974999986410e-01	7.110405437499998094e-01
1.041753720000001548e+00	2.208579974999985984e-01	1.153503543749999860e+00
1.041753720000001548e+00	2.112779974999985932e-01	1.142797543749999756e+00
1.041753720000001548e+00	2.298909974999985839e-01	1.146603543749999732e+00
1.041753720000001548e+00	2.020039974999985888e-01	1.152258543749999697e+00
1.041753720000001548e+00	2.042829974999985920e-01	1.123357543749999854e+00
1.041753720000001548e+00	2.254069974999985959e-01	1.124524543749999772e+00
1.041753720000001548e+00	2.102969974999986114e-01	1.094267543749999794e+00
1.041753720000001548e+00	2.324959974999986079e-01	1.098421543749999785e+00
1.041753720000001548e+00	2.074189974999985919e-01	1.058720543749999798e+00
1.041753720000001548e+00	2.319959974999986074e-01	1.067512543749999709e+00
1.041753720000001548e+00	2.047719974999986092e-01	1.027859543749999771e+00
1.041753720000001548e+00	2.265489974999986278e-01	1.032140543749999750e+00
1.041753720000001548e+00	2.003559974999986060e-01	9.991705437499998066e-01
1.041753720000001548e+00	2.218849974999986263e-01	1.000648543749999675e+00
1.041753720000001548e+00	1.926789974999986166e-01	9.742345437499997374e-01
1.041753720000001548e+00	2.122259974999985976e-01	9.722495437499998339e-01
1.041753720000001548e+00	2.203369974999986325e-01	9.431905437499997769e-01
1.041753720000001548e+00	2.414519974999985996e-01	1.153658543749999765e+00
1.041753720000001548e+00	2.468389974999986025e-01	1.142618543749999827e+00
1.041753720000001548e+00	2.486509974999985828e-01	1.119867543749999861e+00
1.041753720000001548e+00	2.501989974999986321e-01	1.092651543749999732e+00
1.041753720000001548e+00	2.537979974999985955e-01	1.068632543749999719e+00
1.041753720000001548e+00	2.523299974999986262e-01	1.037176543749999791e+00
1.041753720000001548e+00	2.460999974999986128e-01	1.001847543749999847e+00
1.041753720000001548e+00	2.399119974999986138e-01	9.675615437499998084e-01
