1.058110000000000106e+00	2.444310000000000094e-01	4.870430000000000037e-01
1.057390000000000052e+00	2.466770000000000074e-01	4.845340000000000202e-01
1.058230000000000004e+00	2.494639999999999913e-01	4.891039999999999832e-01
1.057369999999999921e+00	2.432400000000000118e-01	4.835860000000000158e-01
1.057239999999999958e+00	2.550899999999999834e-01	4.857250000000000179e-01
1.058000000000000052e+00	2.591379999999999795e-01	4.908939999999999970e-01
1.057169999999999943e+00	2.662200000000000122e-01	4.863700000000000245e-01
1.058040000000000092e+00	2.708479999999999777e-01	4.915769999999999862e-01
1.057749999999999968e+00	2.780659999999999799e-01	4.865840000000000165e-01
1.059129999999999905e+00	2.827890000000000126e-01	4.917650000000000077e-01
1.059309999999999974e+00	2.902970000000000272e-01	4.866650000000000142e-01
1.061469999999999914e+00	2.952879999999999949e-01	4.916289999999999827e-01
1.061479999999999979e+00	3.036400000000000210e-01	4.860140000000000016e-01
1.062429999999999986e+00	3.040419999999999789e-01	4.886099999999999888e-01
1.064210000000000100e+00	3.120249999999999968e-01	4.885439999999999783e-01
1.062850000000000072e+00	3.154569999999999874e-01	4.838029999999999831e-01
1.064179999999999904e+00	3.211910000000000043e-01	4.852150000000000074e-01
1.063530000000000086e+00	3.245000000000000107e-01	4.823560000000000070e-01
1.064500000000000002e+00	3.281959999999999877e-01	4.841469999999999940e-01
1.066580000000000084e+00	3.203420000000000156e-01	4.909410000000000163e-01
1.065989999999999993e+00	3.265199999999999769e-01	4.882819999999999938e-01
1.088529999999999998e+00	5.845930000000000293e-01	4.860680000000000001e-01
1.089429999999999898e+00	5.935599999999999765e-01	4.847409999999999775e-01
1.090300000000000047e+00	5.919149999999999689e-01	4.893580000000000152e-01
1.090030000000000054e+00	5.851769999999999472e-01	4.913540000000000130e-01
1.089630000000000098e+00	5.968919999999999781e-01	4.836440000000000183e-01
1.090240000000000098e+00	5.960689999999999600e-01	4.869240000000000235e-01
1.077749999999999986e+00	5.225440000000000085e-01	4.928739999999999788e-01
1.076999999999999957e+00	5.287460000000000493e-01	4.882549999999999946e-01
1.079059999999999908e+00	5.293149999999999800e-01	4.926789999999999781e-01
1.076009999999999911e+00	5.247619999999999507e-01	4.880889999999999951e-01
1.078710000000000058e+00	5.347899999999999876e-01	4.891490000000000005e-01
1.080140000000000100e+00	5.331259999999999888e-01	4.932309999999999750e-01
1.080969999999999986e+00	5.365649999999999586e-01	4.931809999999999805e-01
1.080219999999999958e+00	5.405039999999999845e-01	4.896840000000000082e-01
1.078410000000000091e+00	5.400179999999999980e-01	4.853660000000000196e-01
1.082920000000000105e+00	5.410310000000000397e-01	4.946909999999999918e-01
1.080030000000000046e+00	5.443810000000000038e-01	4.871420000000000194e-01
1.081490000000000062e+00	5.444269999999999943e-01	4.904490000000000238e-01
1.083700000000000108e+00	5.468039999999999567e-01	4.935249999999999915e-01
1.081639999999999935e+00	5.483240000000000336e-01	4.885499999999999843e-01
1.084379999999999900e+00	5.533529999999999838e-01	4.917190000000000172e-01
1.082079999999999931e+00	5.532030000000000003e-01	4.867049999999999987e-01
1.086680000000000090e+00	5.573960000000000026e-01	4.946260000000000101e-01
1.085630000000000095e+00	5.603120000000000323e-01	4.910180000000000100e-01
1.083660000000000068e+00	5.581359999999999655e-01	4.876360000000000139e-01
1.087849999999999984e+00	5.620460000000000456e-01	4.951030000000000153e-01
1.075590000000000046e+00	4.049730000000000274e-01	4.991639999999999966e-01
1.073970000000000091e+00	4.096460000000000101e-01	4.960160000000000124e-01
1.075990000000000002e+00	4.104490000000000083e-01	4.984790000000000054e-01
1.074510000000000076e+00	4.146599999999999731e-01	4.952449999999999908e-01
1.077779999999999960e+00	4.136040000000000272e-01	4.994319999999999871e-01
1.074729999999999963e+00	4.232940000000000036e-01	4.937190000000000190e-01
1.078019999999999978e+00	4.188649999999999873e-01	4.984040000000000137e-01
1.080289999999999973e+00	5.257739999999999636e-01	4.963940000000000019e-01
1.081390000000000073e+00	5.303010000000000224e-01	4.965060000000000029e-01
1.082719999999999905e+00	5.257469999999999644e-01	5.001039999999999930e-01
1.083650000000000002e+00	5.294809999999999794e-01	5.001489999999999547e-01
1.081329999999999902e+00	5.338289999999999980e-01	4.951519999999999810e-01
1.083290000000000086e+00	5.346030000000000504e-01	4.978600000000000247e-01
1.085120000000000084e+00	5.388570000000000304e-01	4.992489999999999983e-01
1.086489999999999956e+00	5.438100000000000156e-01	4.996340000000000225e-01
1.086319999999999952e+00	5.496680000000000454e-01	4.970359999999999778e-01
1.086950000000000083e+00	5.540150000000000352e-01	4.964979999999999949e-01
1.088319999999999954e+00	5.483529999999999793e-01	5.010240000000000249e-01
1.088810000000000056e+00	5.525550000000000184e-01	5.003849999999999687e-01
