1.067621679598259460e-02	3.631566672752007952e-01	1.000000000000000056e-01
1.735812167959825958e-01	3.609816672752007571e-01	1.000000000000000056e-01
6.856272167959825969e-01	3.948546672752007991e-01	1.000000000000000056e-01
7.013062167959825954e-01	3.960146672752007380e-01	1.000000000000000056e-01
7.174332167959825979e-01	3.973296672752006931e-01	1.000000000000000056e-01
7.184222167959826155e-01	4.212886672752007566e-01	1.000000000000000056e-01
7.186542167959826255e-01	4.314026672752007130e-01	1.000000000000000056e-01
7.186322167959826590e-01	4.423016672752007050e-01	1.000000000000000056e-01
7.181662167959825815e-01	4.596236672752007646e-01	1.000000000000000056e-01
7.053112167959825207e-01	9.105796672752007881e-01	1.000000000000000056e-01
6.926642167959825569e-01	1.252550667275200702e+00	1.000000000000000056e-01
6.904612167959824909e-01	1.285576667275200702e+00	1.000000000000000056e-01
6.881772167959825381e-01	1.318293667275200809e+00	1.000000000000000056e-01
6.857882167959825637e-01	1.350794667275200700e+00	1.000000000000000056e-01
5.165392167959825809e-01	1.360401667275200843e+00	1.000000000000000056e-01
5.032612167959825689e-01	1.359710667275200846e+00	1.000000000000000056e-01
3.908682167959825482e-01	1.353778667275200798e+00	1.000000000000000056e-01
1.338712167959825450e-01	1.336681667275200658e+00	1.000000000000000056e-01
-2.283978320401746157e-02	1.310576667275200835e+00	1.000000000000000056e-01
8.560216795982587834e-03	4.039056672752007193e-01	1.000000000000000056e-01
1.041921679598259431e-02	3.672486672752007797e-01	1.000000000000000056e-01
