8.775957241619170013e-01	-1.192754618847679943e-01	7.007954720933798898e-01	6.440998839880532900e-01	3.212975345487533163e-01	6.941836851988529844e-01	-3.508653260130737729e-03
8.823130850528596580e-01	-1.095288809899163107e-01	6.999221077822020964e-01	6.454088939136056746e-01	3.011167410037333680e-01	7.019701947658062435e-01	-3.739454840643126419e-03
8.866159871974248485e-01	-9.953786049097120003e-02	6.995585245677200525e-01	6.460790989699772835e-01	2.866444391626084554e-01	7.073903261847833690e-01	-3.970312223667830931e-03
8.905414810425014149e-01	-8.929815977387964288e-02	6.996470270835292160e-01	6.463868875506655343e-01	2.783345376761385825e-01	7.104209301840381796e-01	-4.006671200518228601e-03
8.942132153261787009e-01	-7.887358637344488166e-02	6.999829364698288980e-01	6.466529184666481855e-01	2.749301321240558149e-01	7.115052526153501367e-01	-3.711130287572802361e-03
8.977725829084586273e-01	-6.832247929398890807e-02	7.003087039460836882e-01	6.471842218871359798e-01	2.742414286806644230e-01	7.112910509358726374e-01	-3.053738453963261799e-03
9.013283061345641611e-01	-5.766890533840188238e-02	7.004014175641886109e-01	6.482397648608062557e-01	2.738016390473574369e-01	7.105022255548337773e-01	-2.122557998642914199e-03
9.049313601553982123e-01	-4.691021849296005131e-02	7.001381848070826752e-01	6.499253418483859068e-01	2.713395407516973612e-01	7.099089685502754099e-01	-1.090143358327683295e-03
9.085733421214032823e-01	-3.604119546978670069e-02	6.995256024924857430e-01	6.520751728434048822e-01	2.651713951374978784e-01	7.102690224970320543e-01	-1.488975107015393475e-04
9.122021055258829891e-01	-2.507506065797827921e-02	6.986869317380716149e-01	6.542754678717758177e-01	2.546495627504332115e-01	7.120933410399062913e-01	5.220389488323739493e-04
9.157482565689500920e-01	-1.404909712523797274e-02	6.978126992047947175e-01	6.561193370013349568e-01	2.406426282077546719e-01	7.152607750389332608e-01	7.346843356479009542e-04
9.191567131226410226e-01	-3.013240311159208137e-03	6.970913884573495256e-01	6.575716805778243357e-01	2.256291650371200774e-01	7.188121001359933926e-01	3.250753258499547394e-04
9.224136986035971209e-01	7.990159334810226568e-03	6.966433787920857101e-01	6.591470916748717324e-01	2.128745826197405988e-01	7.212552022191996981e-01	-6.688096651713469577e-04
9.255538603925971275e-01	1.894257067638294156e-02	6.964832596117518371e-01	6.616892239196663361e-01	2.047862195681633968e-01	7.212673090352766936e-01	-1.859190630998327955e-03
9.286364020736782576e-01	2.985209660084402888e-02	6.965287271781506195e-01	6.658960625174438208e-01	2.013022123577812017e-01	7.183681369177137288e-01	-2.665872722326619211e-03
