7.037418912735685650e-01,-6.668936497430988375e-02,7.071562154147078560e-01,-1.516463208823258177e-02,7.034714021647479054e-01,-2.843870482699839553e-01,8.095444940828212532e-01
7.037515200991780739e-01,-6.661840607683082449e-02,7.071548499035653634e-01,-1.509318348608624898e-02,7.035736594415251677e-01,-2.866267687938340858e-01,8.096397861811946983e-01
7.037515200991780739e-01,-6.661840607683082449e-02,7.071548499035653634e-01,-1.509318348608624898e-02,7.035736594415251677e-01,-2.866267687938340858e-01,8.096397861811946983e-01
7.037614571456605184e-01,-6.654791833038796456e-02,7.071531079661951269e-01,-1.502224669813030829e-02,7.036618317190128646e-01,-2.888017752729636900e-01,8.100593798776628551e-01
7.037712211695826836e-01,-6.647745038484045854e-02,7.071515113319253309e-01,-1.495181810949483547e-02,7.037453274587023300e-01,-2.908931367605484541e-01,8.099665433462982511e-01
7.037809148076398236e-01,-6.640745144591210514e-02,7.071499237045214548e-01,-1.488152376841342210e-02,7.038264124100067631e-01,-2.928072035630526759e-01,8.095911545478635674e-01
7.037903806393821515e-01,-6.633765304210161029e-02,7.071485261404344413e-01,-1.481141066039704489e-02,7.039070516950937106e-01,-2.945754563506765566e-01,8.091679255407474569e-01
7.037903806393821515e-01,-6.633765304210161029e-02,7.071485261404344413e-01,-1.481141066039704489e-02,7.039070516950937106e-01,-2.945754563506765566e-01,8.091679255407474569e-01
7.038000011332492534e-01,-6.626834703815188965e-02,7.071469072418802293e-01,-1.474164725915119191e-02,7.039875319167080425e-01,-2.962194506526121818e-01,8.086859815226858927e-01
7.038094778969750109e-01,-6.619897599037004310e-02,7.071454147458969830e-01,-1.467231420285966537e-02,7.040665923966747952e-01,-2.977275475590914211e-01,8.080895831713039712e-01
7.038187592122129299e-01,-6.613011013327808885e-02,7.071440561390197610e-01,-1.460296483583246874e-02,7.041431917254257211e-01,-2.990959893559224092e-01,8.073736166774097001e-01
7.038282014119027208e-01,-6.606150084205475448e-02,7.071424905066513444e-01,-1.453406769738061280e-02,7.042156092188225358e-01,-3.003222669644494691e-01,8.065472327299743061e-01
7.038282014119027208e-01,-6.606150084205475448e-02,7.071424905066513444e-01,-1.453406769738061280e-02,7.042156092188225358e-01,-3.003222669644494691e-01,8.065472327299743061e-01
7.038375590328320719e-01,-6.599316535735511025e-02,7.071409644841279984e-01,-1.446544051450034118e-02,7.042834359335891081e-01,-3.014213784095247095e-01,8.056244373450864860e-01
7.038467242753141395e-01,-6.592494210295243851e-02,7.071396007248079707e-01,-1.439707686968545557e-02,7.043458575750368711e-01,-3.023956673390353345e-01,8.046122382799137940e-01
7.038558893280676410e-01,-6.585703914862287012e-02,7.071381873992848011e-01,-1.432903955000982589e-02,7.044015853907473756e-01,-3.032442090214870767e-01,8.035169289317476427e-01
7.038650396502059703e-01,-6.578955865610798537e-02,7.071367344244916531e-01,-1.426109243762931078e-02,7.044499990949046886e-01,-3.039617652679291737e-01,8.023422242825055672e-01
7.038650396502059703e-01,-6.578955865610798537e-02,7.071367344244916531e-01,-1.426109243762931078e-02,7.044499990949046886e-01,-3.039617652679291737e-01,8.023422242825055672e-01
7.038740767714642965e-01,-6.572223199777106617e-02,7.071353604393768588e-01,-1.419345929019912196e-02,7.044908880475351243e-01,-3.045610009780157501e-01,8.011016791517636682e-01
7.038831571475843152e-01,-6.565506777764713864e-02,7.071339051402365516e-01,-1.412633569545713140e-02,7.045238157342764707e-01,-3.050441253558047738e-01,7.998032737340945442e-01
7.038921468286004623e-01,-6.558827111564644041e-02,7.071324926649845688e-01,-1.405923690994526597e-02,7.045485563569405807e-01,-3.054126688020757374e-01,7.984545702888854457e-01
7.039010929066548128e-01,-6.552186232695642043e-02,7.071310705272219055e-01,-1.399235709412414985e-02,7.045650466467054951e-01,-3.056663305019660104e-01,7.970611013127507638e-01
7.039010929066548128e-01,-6.552186232695642043e-02,7.071310705272219055e-01,-1.399235709412414985e-02,7.045650466467054951e-01,-3.056663305019660104e-01,7.970611013127507638e-01
7.039099554441395901e-01,-6.545550614222268859e-02,7.071297064317031422e-01,-1.392586170074527202e-02,7.045726859869868575e-01,-3.058017954684598694e-01,7.956268673030807426e-01
7.039189901262808968e-01,-6.538961228964200456e-02,7.071281093818794217e-01,-1.385968492484495468e-02,7.045718721743711166e-01,-3.058301096855323697e-01,7.941644062468182774e-01
7.039277908123185989e-01,-6.532388311677725379e-02,7.071267148607636166e-01,-1.379364878698331222e-02,7.045630239366706959e-01,-3.057538324090917636e-01,7.926796445150923187e-01
7.039384837179541998e-01,-6.525615889460524566e-02,7.071236131267847336e-01,-1.372736776337690583e-02,7.045476173934669406e-01,-3.055728399865955680e-01,7.911771785894016196e-01
7.039384837179541998e-01,-6.525615889460524566e-02,7.071236131267847336e-01,-1.372736776337690583e-02,7.045476173934669406e-01,-3.055728399865955680e-01,7.911771785894016196e-01
7.039528590171998390e-01,-6.518437597980218656e-02,7.071172244176548993e-01,-1.366017355329727720e-02,7.045279613057993107e-01,-3.052861287404307622e-01,7.896607048465796863e-01
7.039673065510467787e-01,-6.511281619838778234e-02,7.071107215256134948e-01,-1.359337991471699925e-02,7.045010267109383939e-01,-3.049039759814518025e-01,7.881407715043167173e-01
7.039817621076100984e-01,-6.504146250554268538e-02,7.071041705994211002e-01,-1.352696181370398494e-02,7.044670825480918719e-01,-3.044293759093719132e-01,7.866226183707343278e-01
7.039961720314050764e-01,-6.497056720737942603e-02,7.070976101851375040e-01,-1.346049153438522682e-02,7.044264389786826230e-01,-3.038627005725441643e-01,7.851089808870727049e-01
7.040104485155864733e-01,-6.489979149498505129e-02,7.070911496003943197e-01,-1.339446160109651618e-02,7.043787214131743690e-01,-3.032044877815802675e-01,7.836027220078305433e-01
7.040104485155864733e-01,-6.489979149498505129e-02,7.070911496003943197e-01,-1.339446160109651618e-02,7.043787214131743690e-01,-3.032044877815802675e-01,7.836027220078305433e-01
7.040248491904245176e-01,-6.482939306602573948e-02,7.070845129733558387e-01,-1.332865448284929234e-02,7.043244916322952687e-01,-3.024634341830435558e-01,7.821128495853607587e-01
